Order_ID,Product_ID,Warehouse_Block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Shipment_Distance,Gender,Discount_Offered,On_time_delivery,Seller_Name
6677,155367,C,Ship,4,3,198,low,M,5,1,Agarwal Brothers Pvt Ltd
6678,156071,F,Ship,4,4,231,low,M,9,1,Agarwal Brothers Pvt Ltd
6679,155868,D,Ship,3,5,135,medium,F,9,1,Agarwal Brothers Pvt Ltd
6680,155445,F,Ship,5,4,153,low,M,5,1,Agarwal Brothers Pvt Ltd
6681,156252,A,Ship,4,2,201,low,M,3,1,Agarwal Brothers Pvt Ltd
6682,156246,B,Ship,,4,273,medium,M,6,1,Agarwal Brothers Pvt Ltd
6683,155921,C,Ship,5,4,245,high,M,4,0,Agarwal Brothers Pvt Ltd
6684,156189,F,Ship,4,4,157,low,M,9,1,Agarwal Brothers Pvt Ltd
6685,156219,D,Ship,4,3,150,high,F,8,1,Agarwal Brothers Pvt Ltd
6686,155460,F,Ship,3,3,243,low,M,3,1,Agarwal Brothers Pvt Ltd
6687,155496,A,Road,4,5,105,high,M,4,1,Agarwal Brothers Pvt Ltd
6688,155629,B,Road,5,4,221,low,M,6,0,Agarwal Brothers Pvt Ltd
6689,156009,C,Road,3,1,236,medium,F,10,0,Agarwal Brothers Pvt Ltd
6690,155616,F,Road,4,4,263,medium,M,5,0,Agarwal Brothers Pvt Ltd
6691,155949,D,Road,3,3,213,low,M,10,0,Agarwal Brothers Pvt Ltd
6692,155701,F,Road,6,1,259,low,F,3,0,Agarwal Brothers Pvt Ltd
6693,156264,A,Road,4,2,190,medium,M,7,0,Agarwal Brothers Pvt Ltd
6694,155970,B,Road,3,5,213,medium,M,9,1,Agarwal Brothers Pvt Ltd
6695,156110,C,Road,5,3,261,medium,F,5,1,Agarwal Brothers Pvt Ltd
6696,156231,F,Road,3,5,254,medium,M,5,0,Agarwal Brothers Pvt Ltd
6697,155604,D,Road,3,4,151,medium,F,1,1,Agarwal Brothers Pvt Ltd
6698,155457,F,Road,5,1,187,medium,F,9,1,Agarwal Brothers Pvt Ltd
6699,155599,A,Road,4,5,139,medium,F,1,0,Agarwal Brothers Pvt Ltd
6700,155771,B,Road,5,2,173,high,F,10,0,Agarwal Brothers Pvt Ltd
6701,155395,C,Road,3,3,136,low,M,10,0,Agarwal Brothers Pvt Ltd
6702,155987,F,Road,4,1,272,high,M,1,0,Agarwal Brothers Pvt Ltd
6703,155757,D,Road,6,4,116,low,M,6,0,Agarwal Brothers Pvt Ltd
6704,156256,F,Road,4,2,181,low,M,10,1,Agarwal Brothers Pvt Ltd
6705,156289,A,Road,5,3,230,medium,M,4,1,Agarwal Brothers Pvt Ltd
6706,155377,B,Road,2,5,127,medium,F,3,0,Agarwal Brothers Pvt Ltd
6707,155370,C,Road,3,1,182,low,M,2,0,Agarwal Brothers Pvt Ltd
6708,155464,F,Road,3,1,186,medium,F,7,0,Agarwal Brothers Pvt Ltd
6709,155634,D,Flight,5,1,271,low,M,3,1,Agarwal Brothers Pvt Ltd
6710,155949,F,Flight,5,3,171,medium,F,1,1,Agarwal Brothers Pvt Ltd
6711,156163,A,Flight,4,3,238,medium,F,2,0,Agarwal Brothers Pvt Ltd
6712,155449,B,Flight,4,4,184,low,M,8,1,Agarwal Brothers Pvt Ltd
6713,156163,C,Flight,5,2,214,low,F,8,0,Agarwal Brothers Pvt Ltd
6714,155365,F,Flight,4,4,279,medium,M,5,1,Agarwal Brothers Pvt Ltd
6715,155676,D,Flight,3,2,168,low,F,1,1,Agarwal Brothers Pvt Ltd
6716,155849,F,Flight,6,4,221,medium,M,8,1,Agarwal Brothers Pvt Ltd
6717,156080,A,Flight,3,5,260,medium,M,7,1,Agarwal Brothers Pvt Ltd
6718,155547,B,Flight,4,3,204,medium,M,2,0,Agarwal Brothers Pvt Ltd
6719,156265,C,Flight,4,2,142,medium,F,6,0,Agarwal Brothers Pvt Ltd
6720,155837,F,Flight,4,3,178,medium,M,3,0,Agarwal Brothers Pvt Ltd
6721,156224,D,Flight,2,1,203,medium,M,6,0,Agarwal Brothers Pvt Ltd
6722,156120,F,Flight,4,2,180,medium,M,9,0,Agarwal Brothers Pvt Ltd
6723,155717,A,Flight,4,4,193,medium,F,3,0,Agarwal Brothers Pvt Ltd
6724,155844,B,Flight,5,4,99,high,F,4,0,Agarwal Brothers Pvt Ltd
6725,156284,C,Flight,3,1,250,low,M,1,0,Agarwal Brothers Pvt Ltd
6726,156098,F,Flight,4,1,152,medium,F,3,1,Agarwal Brothers Pvt Ltd
6727,156178,D,Flight,4,1,265,low,F,10,1,Agarwal Brothers Pvt Ltd
6728,155654,F,Flight,2,3,226,medium,M,2,0,Agarwal Brothers Pvt Ltd
6729,156191,A,Flight,3,3,234,low,M,3,0,Agarwal Brothers Pvt Ltd
6730,155950,B,Flight,4,3,225,high,F,4,0,Agarwal Brothers Pvt Ltd
6731,156110,C,Ship,3,5,161,medium,M,9,0,Agarwal Brothers Pvt Ltd
6732,155631,F,Ship,5,2,246,medium,F,10,0,Agarwal Brothers Pvt Ltd
6733,155402,D,Ship,4,,162,medium,F,10,1,Agarwal Brothers Pvt Ltd
6734,156324,F,Ship,4,4,135,medium,M,2,0,Agarwal Brothers Pvt Ltd
6735,155781,A,Ship,4,3,201,low,F,10,0,Agarwal Brothers Pvt Ltd
6736,155690,B,Ship,6,4,235,low,M,1,1,Agarwal Brothers Pvt Ltd
6737,156274,C,Ship,5,2,214,low,F,10,0,Agarwal Brothers Pvt Ltd
6738,155405,F,Ship,6,3,245,medium,F,8,1,Agarwal Brothers Pvt Ltd
6739,155999,D,Ship,5,5,192,low,M,10,0,Agarwal Brothers Pvt Ltd
6740,156259,F,Ship,5,5,179,low,M,3,1,Agarwal Brothers Pvt Ltd
6741,155568,A,Ship,6,3,210,medium,M,9,0,Agarwal Brothers Pvt Ltd
6742,155632,B,Ship,3,2,209,medium,F,2,0,Agarwal Brothers Pvt Ltd
6743,156197,C,Ship,4,2,200,medium,M,7,0,Agarwal Brothers Pvt Ltd
6744,155725,F,Ship,6,3,165,medium,M,5,0,Agarwal Brothers Pvt Ltd
6745,156204,D,Ship,3,5,168,medium,M,7,0,Agarwal Brothers Pvt Ltd
6746,155478,F,Ship,4,4,203,low,F,10,0,Agarwal Brothers Pvt Ltd
6747,156029,A,Ship,4,5,202,medium,M,8,0,Agarwal Brothers Pvt Ltd
6748,156287,B,Ship,4,2,266,medium,F,2,1,Agarwal Brothers Pvt Ltd
6749,156335,C,Ship,2,1,248,low,F,2,0,Agarwal Brothers Pvt Ltd
6750,156107,F,Ship,5,3,173,low,M,5,0,Agarwal Brothers Pvt Ltd
6751,155746,D,Ship,2,4,156,medium,F,8,1,Agarwal Brothers Pvt Ltd
6752,155646,F,Ship,3,5,109,high,M,2,1,Agarwal Brothers Pvt Ltd
6753,155911,A,Ship,3,4,250,low,M,6,1,Agarwal Brothers Pvt Ltd
6754,155779,B,Ship,2,4,195,medium,M,3,1,Agarwal Brothers Pvt Ltd
6755,155684,C,Ship,4,1,160,low,F,10,1,Agarwal Brothers Pvt Ltd
6756,155727,F,Ship,2,5,189,low,F,5,0,Agarwal Brothers Pvt Ltd
6757,155524,D,Ship,4,3,239,medium,M,9,1,Agarwal Brothers Pvt Ltd
6758,155435,F,Ship,3,3,204,medium,F,5,0,Agarwal Brothers Pvt Ltd
6759,155585,A,Ship,4,5,156,low,M,5,0,Agarwal Brothers Pvt Ltd
6760,155613,B,Ship,5,2,192,high,F,7,1,Agarwal Brothers Pvt Ltd
6761,156181,C,Ship,4,2,233,low,M,7,1,Agarwal Brothers Pvt Ltd
6762,155477,F,Ship,5,3,253,low,F,3,1,Agarwal Brothers Pvt Ltd
6763,156042,D,Ship,2,1,277,low,M,10,0,Agarwal Brothers Pvt Ltd
6764,155747,F,Ship,4,2,211,low,F,9,1,Agarwal Brothers Pvt Ltd
6765,155377,A,Ship,6,4,172,medium,F,10,1,Agarwal Brothers Pvt Ltd
6766,156077,B,Ship,5,4,211,low,F,4,1,Agarwal Brothers Pvt Ltd
6767,155414,C,Ship,2,3,248,high,F,2,0,Agarwal Brothers Pvt Ltd
6768,155982,F,Ship,3,4,176,medium,M,4,0,Agarwal Brothers Pvt Ltd
6769,155934,D,Ship,4,1,100,medium,M,6,0,Agarwal Brothers Pvt Ltd
6770,156295,F,Ship,5,5,195,low,F,1,1,Agarwal Brothers Pvt Ltd
6771,156253,A,Ship,3,2,137,low,F,4,0,Agarwal Brothers Pvt Ltd
6772,155409,B,Ship,4,4,195,medium,M,2,0,Agarwal Brothers Pvt Ltd
6773,156279,C,Ship,2,5,185,low,F,9,0,Agarwal Brothers Pvt Ltd
6774,156216,F,Ship,3,1,250,medium,F,9,0,Agarwal Brothers Pvt Ltd
6775,155639,D,Ship,3,2,150,low,M,2,1,Agarwal Brothers Pvt Ltd
6776,155825,F,Ship,3,1,166,medium,F,9,0,Agarwal Brothers Pvt Ltd
6777,156188,A,Ship,4,5,257,medium,M,5,0,Agarwal Brothers Pvt Ltd
6778,156108,B,Ship,5,1,249,medium,F,5,0,Agarwal Brothers Pvt Ltd
6779,156131,C,Ship,5,5,268,medium,F,7,1,Agarwal Brothers Pvt Ltd
6780,155413,F,Ship,4,4,273,low,F,3,1,Agarwal Brothers Pvt Ltd
6781,155820,D,Ship,5,5,246,medium,F,9,0,Agarwal Brothers Pvt Ltd
6782,155585,F,Ship,5,1,142,medium,M,1,1,Agarwal Brothers Pvt Ltd
6783,155411,A,Ship,5,2,168,low,M,6,1,Agarwal Brothers Pvt Ltd
6784,156162,B,Ship,5,2,249,low,M,9,1,Agarwal Brothers Pvt Ltd
6785,155898,C,Ship,3,1,220,medium,F,6,0,Agarwal Brothers Pvt Ltd
6786,155777,F,Ship,4,3,189,low,F,7,0,Agarwal Brothers Pvt Ltd
6787,155563,D,Ship,5,2,237,low,M,5,1,Agarwal Brothers Pvt Ltd
6788,155728,F,Ship,4,4,247,high,F,2,1,Agarwal Brothers Pvt Ltd
6789,155518,A,Ship,3,4,250,medium,M,1,1,Agarwal Brothers Pvt Ltd
6790,156227,B,Ship,4,4,207,low,F,1,0,Agarwal Brothers Pvt Ltd
6791,155592,C,Ship,4,4,201,low,M,3,0,Agarwal Brothers Pvt Ltd
6792,155999,F,Ship,4,2,142,low,M,6,0,Agarwal Brothers Pvt Ltd
6793,155425,D,Ship,3,1,207,low,M,7,0,Agarwal Brothers Pvt Ltd
6794,156019,F,Ship,3,1,214,high,F,10,0,Agarwal Brothers Pvt Ltd
6795,156280,A,Ship,4,3,134,medium,M,8,0,Agarwal Brothers Pvt Ltd
6796,155913,B,Ship,3,4,178,medium,F,6,0,Agarwal Brothers Pvt Ltd
6797,155970,C,Ship,4,1,186,low,M,4,1,Agarwal Brothers Pvt Ltd
6798,155508,F,Ship,4,4,250,low,M,10,0,Agarwal Brothers Pvt Ltd
6799,156191,D,Ship,4,3,172,medium,F,10,0,Agarwal Brothers Pvt Ltd
6800,155955,F,Ship,3,4,265,low,M,10,0,Agarwal Brothers Pvt Ltd
6801,156046,A,Ship,3,2,158,medium,M,10,1,Agarwal Brothers Pvt Ltd
6802,156272,B,Ship,3,1,180,medium,M,10,0,Agarwal Brothers Pvt Ltd
6803,155708,C,Ship,4,2,173,high,F,3,0,Agarwal Brothers Pvt Ltd
6804,155857,F,Ship,3,3,153,medium,M,10,0,Agarwal Brothers Pvt Ltd
6805,155891,D,Ship,4,4,182,high,F,7,0,Agarwal Brothers Pvt Ltd
6806,156067,F,Ship,3,1,192,low,F,9,0,Agarwal Brothers Pvt Ltd
6807,155920,A,Ship,6,5,285,medium,M,9,0,Agarwal Brothers Pvt Ltd
6808,155696,B,Ship,3,3,151,low,F,6,0,Agarwal Brothers Pvt Ltd
6809,156268,C,Ship,3,3,242,low,F,7,0,Agarwal Brothers Pvt Ltd
6810,155840,F,Ship,3,1,237,medium,F,4,0,Agarwal Brothers Pvt Ltd
6811,155640,D,Ship,5,2,259,low,F,7,0,Agarwal Brothers Pvt Ltd
6812,155828,F,Ship,4,3,249,low,M,2,1,Agarwal Brothers Pvt Ltd
6813,155936,A,Ship,6,3,289,high,F,5,0,Agarwal Brothers Pvt Ltd
6814,156219,B,Ship,6,3,308,medium,F,4,0,Agarwal Brothers Pvt Ltd
6815,155953,C,Ship,6,3,297,medium,M,2,0,Agarwal Brothers Pvt Ltd
6816,155729,F,Ship,4,1,255,low,F,4,0,Agarwal Brothers Pvt Ltd
6817,156077,D,Ship,6,1,266,low,M,9,0,Sharma Musicals
6818,155603,F,Ship,7,2,302,low,M,6,0,Sharma Musicals
6819,156352,A,Ship,4,5,223,medium,F,6,1,Sharma Musicals
6820,156182,B,Ship,6,5,261,low,F,9,1,Sharma Musicals
6821,155497,C,Ship,4,4,273,low,M,10,0,Sharma Musicals
6822,156199,F,Ship,6,3,260,low,M,9,1,Sharma Musicals
6823,155637,D,Ship,5,2,266,low,F,1,1,Sharma Musicals
6824,156216,F,Road,2,1,164,low,M,4,0,Sharma Musicals
6825,155805,A,Road,5,3,240,medium,F,3,0,Sharma Musicals
6826,156057,B,Road,6,3,305,medium,F,9,1,Sharma Musicals
6827,155505,C,Road,5,4,248,low,F,3,1,Sharma Musicals
6828,156024,F,Road,7,3,279,medium,M,8,0,Sharma Musicals
6829,155745,D,Road,5,4,244,low,F,10,1,Sharma Musicals
6830,155839,F,Road,5,4,267,low,M,9,0,Sharma Musicals
6831,155500,A,Road,7,1,275,medium,M,7,0,Sharma Musicals
6832,155841,B,Road,5,1,168,low,F,10,0,Sharma Musicals
6833,156328,C,Road,5,2,249,low,M,2,0,Sharma Musicals
6834,156190,F,Road,3,2,220,medium,M,7,1,Sharma Musicals
6835,155709,D,Road,4,4,189,low,M,5,0,Sharma Musicals
6836,156159,F,Road,5,2,237,low,F,9,0,Sharma Musicals
6837,155946,A,Road,4,3,247,high,F,1,0,Sharma Musicals
6838,155541,B,Road,3,3,250,medium,M,9,1,Sharma Musicals
6839,156133,C,Road,4,3,207,low,F,9,0,Sharma Musicals
6840,155706,F,Road,4,5,201,low,F,7,0,Sharma Musicals
6841,155511,D,Road,4,5,142,low,M,2,0,Sharma Musicals
6842,155824,F,Road,3,4,207,low,M,6,1,Sharma Musicals
6843,155556,A,Road,3,2,214,high,F,7,0,Sharma Musicals
6844,156237,B,Road,4,5,134,medium,M,5,0,Sharma Musicals
6845,156208,C,Road,3,3,178,medium,M,8,1,Sharma Musicals
6846,156225,F,Flight,4,2,186,low,M,2,1,Sharma Musicals
6847,155402,D,Flight,4,2,250,low,M,5,1,Sharma Musicals
6848,155792,F,Flight,4,1,172,medium,F,10,1,Sharma Musicals
6849,155804,A,Flight,3,5,265,low,M,6,0,Sharma Musicals
6850,155878,B,Flight,3,1,158,medium,F,6,0,Sharma Musicals
6851,155884,C,Flight,3,3,180,medium,F,4,1,Sharma Musicals
6852,156022,F,Flight,4,1,173,high,M,1,0,Sharma Musicals
6853,155472,D,Flight,3,4,153,medium,F,4,1,Sharma Musicals
6854,156186,F,Flight,4,3,182,high,F,3,0,Sharma Musicals
6855,155691,A,Flight,3,5,192,low,F,7,1,Sharma Musicals
6856,156304,B,Flight,,3,285,medium,M,7,1,Sharma Musicals
6857,155375,C,Flight,3,5,151,low,M,8,1,Sharma Musicals
6858,155664,F,Flight,3,5,242,low,M,1,1,Sharma Musicals
6859,155916,D,Flight,3,1,237,medium,F,1,1,Sharma Musicals
6860,155472,F,Flight,5,4,259,low,M,10,0,Sharma Musicals
6861,156019,A,Flight,4,2,249,low,F,9,1,Sharma Musicals
6862,156118,B,Flight,6,4,289,high,F,4,0,Sharma Musicals
6863,155378,C,Flight,6,2,308,medium,M,4,0,Sharma Musicals
6864,156314,F,Flight,6,3,297,medium,M,1,0,Sharma Musicals
6865,155659,D,Flight,4,3,255,low,M,1,0,Sharma Musicals
6866,155486,F,Flight,6,3,266,low,F,9,0,Sharma Musicals
6867,155573,A,Flight,7,1,302,low,M,4,0,Sharma Musicals
6868,156331,B,Ship,4,4,223,medium,M,1,1,Sharma Musicals
6869,155990,C,Ship,6,4,261,low,F,5,1,Sharma Musicals
6870,156325,F,Ship,4,2,273,low,F,4,1,Sharma Musicals
6871,156249,D,Ship,6,3,260,low,F,10,0,Sharma Musicals
6872,156041,F,Ship,5,2,266,low,F,10,1,Sharma Musicals
6873,156259,A,Ship,2,3,164,low,M,7,0,Sharma Musicals
6874,155518,B,Ship,5,2,240,medium,F,2,1,Sharma Musicals
6875,156206,C,Ship,6,5,305,medium,F,9,0,Sharma Musicals
6876,156308,F,Ship,5,2,248,low,M,4,1,Sharma Musicals
6877,155488,D,Ship,7,,279,medium,M,5,0,Sharma Musicals
6878,156032,F,Ship,5,2,244,low,M,5,1,Sharma Musicals
6879,155937,A,Ship,5,1,237,medium,F,2,1,Sharma Musicals
6880,156255,B,Ship,4,2,251,medium,F,1,1,Sharma Musicals
6881,156211,C,Ship,4,4,247,low,F,4,0,Sharma Musicals
6882,156221,F,Ship,5,2,262,medium,F,4,1,Sharma Musicals
6883,155918,D,Ship,5,3,223,medium,M,10,1,Sharma Musicals
6884,155848,F,Ship,5,5,275,low,F,3,0,Sharma Musicals
6885,155990,A,Ship,6,3,139,medium,F,8,1,Sharma Musicals
6886,155830,B,Ship,4,3,245,low,F,3,0,Sharma Musicals
6887,156102,C,Ship,6,3,278,high,F,3,0,Sharma Musicals
6888,155457,F,Ship,5,3,243,low,M,2,1,Sharma Musicals
6889,155405,D,Ship,7,3,309,low,F,1,1,Sharma Musicals
6890,155410,F,Ship,6,2,279,low,M,1,1,Sharma Musicals
6891,156219,A,Ship,6,3,247,medium,M,3,0,Sharma Musicals
6892,156337,B,Ship,5,1,235,medium,F,6,1,Sharma Musicals
6893,156331,C,Ship,5,5,268,medium,F,10,0,Sharma Musicals
6894,156171,F,Ship,6,1,309,medium,M,9,0,Sharma Musicals
6895,155505,D,Ship,6,5,308,low,M,2,1,Sharma Musicals
6896,155632,F,Ship,5,5,237,high,F,2,1,Sharma Musicals
6897,155445,A,Ship,6,2,291,low,M,9,1,Sharma Musicals
6898,156337,B,Ship,4,2,264,medium,F,6,1,Sharma Musicals
6899,155523,C,Ship,2,2,212,medium,F,3,1,Sharma Musicals
6900,155589,F,Ship,4,5,196,low,M,10,1,Sharma Musicals
6901,156027,D,Ship,5,5,260,low,F,6,0,Sharma Musicals
6902,155890,F,Ship,6,5,266,low,F,6,0,Sharma Musicals
6903,155641,A,Ship,5,2,254,high,M,6,1,Sharma Musicals
6904,156001,B,Ship,5,2,249,low,F,8,1,Sharma Musicals
6905,155882,C,Ship,6,5,279,medium,M,7,0,Sharma Musicals
6906,156183,F,Ship,6,3,306,high,F,5,1,Sharma Musicals
6907,156178,D,Ship,4,5,249,medium,M,3,1,Sharma Musicals
6908,155463,F,Ship,6,4,297,low,F,9,1,Sharma Musicals
6909,156205,A,Ship,6,1,273,low,M,6,0,Sharma Musicals
6910,155956,B,Ship,6,4,299,low,F,9,0,Sharma Musicals
6911,156262,C,Ship,5,5,240,medium,M,10,1,Sharma Musicals
6912,156028,F,Ship,5,4,260,low,F,2,0,Sharma Musicals
6913,156184,D,Ship,5,1,251,low,F,7,1,Sharma Musicals
6914,155425,F,Ship,5,5,256,medium,M,2,1,Sharma Musicals
6915,155842,A,Ship,5,2,226,medium,M,5,0,Sharma Musicals
6916,155377,B,Ship,5,3,262,low,F,10,1,Sharma Musicals
6917,156097,C,Ship,7,4,261,low,M,6,0,Sharma Musicals
6918,156210,F,Ship,2,2,181,low,F,6,1,Sharma Musicals
6919,155932,D,Ship,6,1,254,medium,F,6,1,Sharma Musicals
6920,155439,F,Ship,6,1,288,medium,M,8,1,Sharma Musicals
6921,156095,A,Ship,6,3,245,low,M,10,0,Sharma Musicals
6922,155446,B,Ship,5,3,252,medium,M,9,0,Sharma Musicals
6923,156076,C,Ship,4,1,293,low,M,8,1,Sharma Musicals
6924,155973,F,Ship,5,3,253,low,M,9,0,Sharma Musicals
6925,155735,D,Ship,6,1,245,low,F,10,0,Sharma Musicals
6926,156284,F,Ship,6,4,247,medium,M,3,0,Sharma Musicals
6927,155493,A,Ship,5,4,274,low,M,7,1,Sharma Musicals
6928,156310,B,Ship,6,4,283,low,F,8,0,Sharma Musicals
6929,155817,C,Ship,6,4,286,low,F,8,1,Sharma Musicals
6930,155438,F,Ship,5,4,257,low,M,10,1,Sharma Musicals
6931,155632,D,Ship,5,2,258,low,F,2,1,Sharma Musicals
6932,156295,F,Ship,4,2,201,medium,F,6,1,Sharma Musicals
6933,155582,A,Ship,3,1,231,low,M,1,1,Sharma Musicals
6934,156107,B,Ship,4,5,161,high,F,5,1,Sharma Musicals
6935,155774,C,Ship,5,1,250,low,M,8,0,Sharma Musicals
6936,155458,F,Ship,4,2,169,low,F,6,0,Sharma Musicals
6937,156332,D,Ship,4,4,191,low,M,1,1,Sharma Musicals
6938,155707,F,Ship,4,2,271,medium,F,4,1,Sharma Musicals
6939,155374,A,Ship,5,4,271,low,M,3,1,Sharma Musicals
6940,155375,B,Ship,4,2,224,low,M,1,0,Sharma Musicals
6941,155803,C,Ship,3,5,276,low,F,10,1,Sharma Musicals
6942,155995,F,Ship,4,1,264,low,F,3,0,Sharma Musicals
6943,155475,D,Ship,5,2,185,low,M,10,0,Sharma Musicals
6944,155395,F,Ship,3,3,253,low,M,5,1,Sharma Musicals
6945,155371,A,Ship,3,5,155,low,F,1,1,Sharma Musicals
6946,156025,B,Ship,4,1,219,low,F,5,0,Sharma Musicals
6947,155606,C,Ship,3,2,204,medium,M,7,0,Sharma Musicals
6948,155527,F,Ship,4,1,196,low,F,3,0,Sharma Musicals
6949,155714,D,Ship,3,4,205,low,F,4,0,Sharma Musicals
6950,155734,F,Ship,3,4,187,low,F,9,1,Sharma Musicals
6951,155696,A,Ship,3,1,221,medium,F,6,0,Sharma Musicals
6952,155902,B,Ship,5,4,143,medium,F,1,1,Sharma Musicals
6953,156018,C,Ship,5,3,135,high,M,4,0,Sharma Musicals
6954,156336,F,Ship,3,1,207,low,F,7,0,Sharma Musicals
6955,155777,D,Ship,3,2,245,low,F,7,0,Sharma Musicals
6956,155723,F,Ship,5,2,257,low,F,2,1,Sharma Musicals
6957,156269,A,Ship,3,1,186,high,F,1,1,Sharma Musicals
6958,155485,B,Ship,5,2,246,low,M,2,1,Sharma Musicals
6959,156283,C,Ship,3,4,255,low,M,2,0,Sharma Musicals
6960,155866,F,Ship,5,3,206,low,F,1,0,Sharma Musicals
6961,155476,D,Road,3,1,178,medium,M,9,0,Sharma Musicals
6962,156318,F,Road,5,2,274,low,F,5,0,Sharma Musicals
6963,156354,A,Road,3,1,269,low,F,7,0,Sharma Musicals
6964,155789,B,Road,5,1,282,low,F,9,0,Sharma Musicals
6965,155789,C,Road,2,4,108,high,M,5,1,Sharma Musicals
6966,155748,F,Road,4,5,268,medium,F,7,0,Sharma Musicals
6967,156153,D,Road,2,3,215,medium,F,3,1,Sharma Musicals
6968,155908,F,Road,4,1,169,low,M,1,0,Sharma Musicals
6969,156170,A,Road,3,4,165,low,F,4,0,Sharma Musicals
6970,156229,B,Road,4,4,192,low,F,2,1,Sharma Musicals
6971,156219,C,Road,4,3,206,low,M,9,1,Sharma Musicals
6972,155549,F,Road,3,5,151,medium,M,8,1,Sharma Musicals
6973,155694,D,Road,3,4,150,low,F,5,0,Sharma Musicals
6974,155720,F,Road,4,3,250,low,M,10,0,Sharma Musicals
6975,155808,A,Road,5,3,168,medium,F,2,1,Sharma Musicals
6976,155866,B,Road,4,1,137,low,M,3,0,Sharma Musicals
6977,155512,C,Road,6,5,148,low,M,1,1,Sharma Musicals
6978,156127,F,Road,6,2,215,low,F,7,0,Sharma Musicals
6979,156134,D,Road,4,2,269,medium,F,2,1,Sharma Musicals
6980,156336,F,Road,3,5,139,low,F,1,1,Sharma Musicals
6981,156159,A,Road,4,1,205,low,M,10,0,Sharma Musicals
6982,155456,B,Road,5,4,212,low,F,9,0,Sharma Musicals
6983,156088,C,Flight,3,3,136,medium,M,10,0,Sharma Musicals
6984,155562,F,Flight,3,3,231,medium,F,4,0,Sharma Musicals
6985,155965,D,Flight,4,4,215,low,F,7,1,Sharma Musicals
6986,155821,F,Flight,4,4,179,medium,F,3,0,Sharma Musicals
6987,155647,A,Flight,3,2,223,medium,M,3,0,Sharma Musicals
6988,155384,B,Flight,3,5,210,low,M,6,0,Sharma Musicals
6989,156126,C,Flight,4,5,133,high,F,8,1,Sharma Musicals
6990,155762,F,Flight,3,1,187,low,F,8,1,Sharma Musicals
6991,155680,D,Flight,4,1,256,medium,M,2,0,Sharma Musicals
6992,156118,F,Flight,4,5,138,low,M,10,0,Sharma Musicals
6993,156010,A,Flight,3,4,198,medium,M,7,0,Sharma Musicals
6994,155442,B,Flight,5,5,256,medium,F,6,1,Sharma Musicals
6995,156210,C,Flight,4,3,254,low,M,3,0,Sharma Musicals
6996,155974,F,Flight,4,1,267,medium,M,9,1,Sharma Musicals
6997,155717,D,Flight,3,2,286,high,F,5,0,Sharma Musicals
6998,155786,F,Flight,3,2,215,low,F,3,0,Sharma Musicals
6999,155999,A,Flight,5,5,222,medium,M,5,0,Sharma Musicals
7000,156293,B,Flight,5,3,267,medium,F,1,1,Sharma Musicals
7001,155383,C,Flight,5,5,235,low,F,4,1,Sharma Musicals
7002,155647,F,Flight,4,1,181,low,M,2,0,Sharma Musicals
7003,155525,D,Flight,4,1,173,low,F,5,1,Sharma Musicals
7004,155851,F,Flight,3,5,208,low,M,1,0,Sharma Musicals
7005,155391,A,Ship,4,3,221,low,F,6,1,Sharma Musicals
7006,155397,B,Ship,3,5,141,medium,F,9,0,Sharma Musicals
7007,155752,C,Ship,4,1,238,high,F,4,0,Sharma Musicals
7008,155379,F,Ship,3,2,126,low,F,6,1,Sharma Musicals
7009,155518,D,Ship,4,1,196,low,M,3,0,Sharma Musicals
7010,156196,F,Ship,4,3,169,high,M,7,1,Sharma Musicals
7011,155673,A,Ship,3,3,249,low,M,10,0,Sharma Musicals
7012,155937,B,Ship,4,2,198,medium,M,5,0,Sharma Musicals
7013,155604,C,Ship,4,3,197,low,M,2,0,Sharma Musicals
7014,156178,F,Ship,3,5,251,medium,F,3,1,Sharma Musicals
7015,155653,D,Ship,4,4,145,medium,M,8,0,Sharma Musicals
7016,156020,F,Ship,4,1,249,low,M,4,1,Sharma Musicals
7017,156021,A,Ship,6,1,103,low,M,2,0,Sharma Musicals
7018,155686,B,Ship,2,5,264,medium,F,1,0,Sharma Musicals
7019,156206,C,Ship,6,1,206,medium,F,8,1,Sharma Musicals
7020,155933,F,Ship,4,4,139,medium,M,2,0,Sharma Musicals
7021,155471,D,Ship,5,3,270,low,F,7,1,Sharma Musicals
7022,155440,F,Ship,4,2,227,low,M,8,1,Sharma Musicals
7023,156339,A,Ship,3,1,179,medium,F,10,0,Sharma Musicals
7024,155492,B,Ship,3,3,273,medium,F,6,1,Sharma Musicals
7025,155878,C,Ship,5,1,153,low,F,7,1,Sharma Musicals
7026,155425,F,Ship,4,1,112,medium,M,9,1,Sharma Musicals
7027,156350,D,Ship,6,3,114,high,F,10,0,Sharma Musicals
7028,155928,F,Ship,4,4,214,high,F,1,1,Sharma Musicals
7029,156059,A,Ship,3,4,196,low,F,4,0,Sharma Musicals
7030,156187,B,Ship,5,1,159,medium,F,5,0,Sharma Musicals
7031,156322,C,Ship,3,2,258,low,M,1,0,Sharma Musicals
7032,155381,F,Ship,5,5,125,low,M,10,0,Sharma Musicals
7033,155788,D,Ship,6,2,232,medium,F,7,1,Sharma Musicals
7034,155372,F,Ship,4,3,196,high,M,10,1,Sharma Musicals
7035,156341,A,Ship,4,2,257,low,M,3,1,Sharma Musicals
